nNoBorne,sStatut,sNomRue,sZoneGroupeCode,nLongitude,nLatitude,sTypeExploitation
10679,A,Saint-Hubert,H-N-Q-S,-73.557230559372272000,45.514607723498628000,Régulier Payez-Partez
10681,A,Saint-Hubert,Q-S-W-Y,-73.557562748539240000,45.514917220742248000,Régulier Payez-Partez
10682,A,Saint-Hubert,H-N-Q-S,-73.555784805484834000,45.513934780885329000,Régulier Payez-Partez
10687,A,Sainte-Catherine,Q-S-W-Y,-73.558236352574241000,45.516312226833065000,Régulier Payez-Partez
10688,A,Ontario,G-PB-PC-S,-73.565127631274123000,45.516616362291877000,Régulier Payez-Partez
10689,A,Ontario,G-S-T-V,-73.565755063632167000,45.514717461437748000,Régulier Payez-Partez
10691,A,René-Lévesque,N-P-Q-Y,-73.555904108570317000,45.514970343274776000,Régulier Payez-Partez
10694,A,Duke,K-L-M-P,-73.553717729945831000,45.495596758419254000,Régulier Payez-Partez
10696,A,Prince,K-L-M-P,-73.556266297522356000,45.497278884326484000,Régulier Payez-Partez
10697,A,Prince,K-L-M-P,-73.555426516148884000,45.496971091740235000,Régulier Payez-Partez
10698,A,Prince,K-L-M-P,-73.554038956288878000,45.496466148563172000,Régulier Payez-Partez
10702,A,Queen,K-L-M-P,-73.556420134265409000,45.498077716951478000,Régulier Payez-Partez
10703,A,Queen,K-L-M-P,-73.554913324793418000,45.497498077598266000,Régulier Payez-Partez
10704,A,Queen,K-L-M-P,-73.553276051505364000,45.496891437590428000,Régulier Payez-Partez
10706,A,Commune,K-L-M-P,-73.553008141863714000,45.497525511234585000,Régulier Payez-Partez
10707,A,Commune,K-L-M-P,-73.552962419849195000,45.498269832020064000,Régulier Payez-Partez
10708,A,Soeurs-Grises,K-L-M-P,-73.554429423703439000,45.498792692514400000,Régulier Payez-Partez
10711,A,Wellington,K-L-M-P,-73.555281492596620000,45.498107070199794000,Régulier Payez-Partez
10716,A,Youville (Place),K-M-N-P,-73.555603364635942000,45.501257389389572000,Régulier Payez-Partez
10717,A,Sainte-Catherine,E-F-G-H,-73.566197820576775000,45.507028198276181000,Régulier Payez-Partez
10718,A,Sherbrooke,G-PC-S-W,-73.567305595440800000,45.516943379607120000,Régulier Payez-Partez
10719,A,Sherbrooke,G-PC-S-W,-73.566693670236347000,45.518314607220198000,Régulier Payez-Partez
10720,A,Tupper,A-B-C-J,-73.582261187839435000,45.489992222203000000,Régulier Payez-Partez
10722,A,Notre-Dame,H-N-P-Q,-73.553366320205029000,45.509195467270715000,Régulier Payez-Partez
10723,A,Notre-Dame,H-N-P-Q,-73.552815199234075000,45.509608502684912000,Régulier Payez-Partez
10726,A,Saint-Paul,K-L-M-P,-73.556544594535538000,45.500954946028770000,Régulier Payez-Partez
10727,A,Saint-Paul,K-M-N-P,-73.555859695248557000,45.501863695702482000,Régulier Payez-Partez
10728,A,Saint-Paul,K-M-N-P,-73.555462175429980000,45.502538173379008000,Régulier Payez-Partez
10729,A,Gosford,M-N-P-Q,-73.554697615646234000,45.509779472153816000,Régulier Payez-Partez
10731,A,Bonsecours,H-N-P-Q,-73.553089066258195000,45.510311359777610000,Régulier Payez-Partez
10734,A,Bonsecours,H-N-P-Q,-73.551952860236526000,45.510036383551935000,Régulier Payez-Partez
10735,A,Saint-Paul,H-N-P-Q,-73.551373757929269000,45.510342524681967000,Régulier Payez-Partez
10737,A,Saint-Jacques,BASE COURTE ,-73.560160211675722000,45.501396783807074000,Régulier Payez-Partez
10738,A,Saint-Jacques,K-M-N-P,-73.559540387657236000,45.502197936951355000,Régulier Payez-Partez
10739,A,Notre-Dame,K-L-M-P,-73.559214758150546000,45.501623772285910000,Régulier Payez-Partez
10743,A,Cedar,A-B-E-R,-73.588074450317080000,45.498926652446620000,Régulier Payez-Partez
10744,A,Saint-Paul,K-L-M-P,-73.557560981966006000,45.499897126933483000,Régulier Payez-Partez
10746,A,Youville (Place),K-L-M-P,-73.556145544913491000,45.500634009655222000,Régulier Payez-Partez
10747,A,Youville (Place),K-L-M-P,-73.556043281790480000,45.499948718557015000,Régulier Payez-Partez
10748,A,William,K-L-M-P,-73.556584319334760000,45.499572318070669000,Régulier Payez-Partez
10749,A,Saint-Maurice,K-L-M-P,-73.559860740601849000,45.499114515260629000,Régulier Payez-Partez
10752,A,Saint-Maurice,K-L-M-P,-73.560126121151072000,45.498565329798716000,Régulier Payez-Partez
10753,A,McGill,K-L-M-P,-73.558458175424647000,45.500715842122709000,Régulier Payez-Partez
10754,A,Saint-Maurice,K-L-M-P,-73.559181363371323000,45.499804812246026000,Régulier Payez-Partez
10756,A,Saint-Paul,K-L-M-P,-73.559039620338154000,45.498525814799933000,Régulier Payez-Partez
10757,A,Saint-Paul,K-L-M-P,-73.557884918633249000,45.499414418717215000,Régulier Payez-Partez
10758,A,McGill,K-L-M-P,-73.557285817319908000,45.500313135238592000,Régulier Payez-Partez
10759,A,McGill,K-L-M-P,-73.555601299248664000,45.499748804038639000,Régulier Payez-Partez
10761,A,McGill,K-L-M-P,-73.553480359185798000,45.499017657792166000,Régulier Payez-Partez
10763,A,Sainte-Hélène,K-L-M-P,-73.557655265779886000,45.501119562799275000,Régulier Payez-Partez
10765,A,Normand,K-L-M-P,-73.554133966716591000,45.499802637897730000,Régulier Payez-Partez
10766,A,Saint-Jacques,K-M-N-P,-73.559067292027507000,45.502857497612482000,Régulier Payez-Partez
10767,A,Saint-Jacques,BASE COURTE ,-73.558172474820807000,45.504096422680014000,Régulier Payez-Partez
10769,A,Saint-Jacques,K-M-N-P,-73.556819529159242000,45.505828426868355000,Régulier Payez-Partez
10770,A,Notre-Dame,K-M-N-P,-73.558593070521766000,45.502448331543562000,Régulier Payez-Partez
10771,A,Notre-Dame,K-M-N-P,-73.557760683526595000,45.503567902666710000,Régulier Payez-Partez
10772,A,Notre-Dame,K-M-N-P,-73.556137954344322000,45.505691380699510000,Régulier Payez-Partez
10774,A,Notre-Dame,M-N-P-Q,-73.555121312084864000,45.506768890696023000,Régulier Payez-Partez
10776,A,Notre-Dame,M-N-P-Q,-73.554140350811679000,45.507983735748780000,Régulier Payez-Partez
10777,A,Brésoles,K-M-N-P,-73.555632423364898000,45.504725073370508000,Régulier Payez-Partez
10778,A,Pins,B-E-PA-R,-73.580885491409717000,45.505919891252887000,Régulier Payez-Partez
10780,A,Ontario,BASE COURTE ,-73.564071332425513000,45.518099021408986000,Régulier Payez-Partez
10781,A,Saint-Paul,K-M-N-P,-73.554746849519333000,45.503919377027749000,Régulier Payez-Partez
10782,A,Saint-Paul,K-M-N-P,-73.554287874582300000,45.504912888624027000,Régulier Payez-Partez
10786,A,Youville (Place),BASE COURTE ,-73.555308981713807000,45.500898508670531000,Régulier Payez-Partez
10787,A,Youville (Place),K-M-N-P,-73.554635257282285000,45.502071497792805000,Régulier Payez-Partez
10788,A,Youville (Place),K-M-N-P,-73.554668019287234000,45.502634555963894000,Régulier Payez-Partez
10790,A,Le Moyne,K-M-N-P,-73.556759717251396000,45.501648751908625000,Régulier Payez-Partez
10791,A,Saint-Nicolas,K-M-N-P,-73.556194536409777000,45.502181603545935000,Régulier Payez-Partez
10793,A,Saint-Nicolas,K-M-N-P,-73.555249217709303000,45.502014009079929000,Régulier Payez-Partez
10795,A,Marie-Morin (Saint-Dizier),K-M-N-P,-73.554930913917957000,45.505481696076359000,Régulier Payez-Partez
10799,A,Saint-Laurent,K-M-N-P,-73.556068539649715000,45.506260912015421000,Régulier Payez-Partez
10801,A,Saint-Laurent,M-N-P-Q,-73.556742084823441000,45.506755193009589000,Régulier Payez-Partez
10802,A,Saint-Laurent,K-M-N-P,-73.555179063434736000,45.505930507803519000,Régulier Payez-Partez
10803,A,Saint-Laurent,M-N-P-Q,-73.554247333898275000,45.505781489644129000,Régulier Payez-Partez
10806,A,Saint-Gabriel,BASE COURTE ,-73.554774891435116000,45.506943934682077000,Régulier Payez-Partez
10815,A,Ontario,Q-S-W-Y,-73.562637561347245000,45.520501960555720000,Régulier Payez-Partez
10818,A,Ontario,Q-S-W-Y,-73.561413082208830000,45.522566118904265000,Régulier Payez-Partez
10819,A,Ontario,Q-S-W-Y,-73.560889048578389000,45.523410947191834000,Régulier Payez-Partez
10821,A,Ontario,Q-S-W-Y,-73.560158414676977000,45.524543086671059000,Régulier Payez-Partez
10822,A,Ontario,Q-S-W-Y,-73.559581320009229000,45.525449106546858000,Régulier Payez-Partez
10825,A,Ontario,PC-PD-S-W,-73.562518184404340000,45.521046408519240000,Régulier Payez-Partez
10827,A,Ontario,PC-PD-S-W,-73.562130464525666000,45.521731156361561000,Régulier Payez-Partez
10829,A,Ontario,PC-PD-S-W,-73.561301578120705000,45.523086709021406000,Régulier Payez-Partez
10830,A,Ontario,PC-PD-S-W,-73.560594163733882000,45.524191272341348000,Régulier Payez-Partez
10833,A,Ontario,G-PC-S-W,-73.563834398227058000,45.518793191396441000,Régulier Payez-Partez
10834,A,Maisonneuve,Q-S-W-Y,-73.559259124489515000,45.517433334333262000,Régulier Payez-Partez
10837,A,Maisonneuve,Q-S-W-Y,-73.558070847473331000,45.518766161287282000,Régulier Payez-Partez
10847,A,Sainte-Catherine,Q-S-W-Y,-73.557297086050852000,45.517337440578757000,Régulier Payez-Partez
10848,A,Sainte-Catherine,Q-S-W-Y,-73.556447859753717000,45.518260656365570000,Régulier Payez-Partez
10850,A,Sainte-Catherine,Q-S-W-Y,-73.555553913477439000,45.519227062462285000,Régulier Payez-Partez
10851,A,Sainte-Catherine,Q-S-W-Y,-73.555122061941731000,45.519690622130263000,Régulier Payez-Partez
10854,A,Sainte-Catherine,Q-S-W-Y,-73.553619348095921000,45.521320620768797000,Régulier Payez-Partez
10855,A,Sainte-Catherine,Q-S-W-Y,-73.552780124940099000,45.522235000546466000,Régulier Payez-Partez
10856,A,Sainte-Catherine,Q-S-W-Y,-73.552110596376409000,45.522989091623280000,Régulier Payez-Partez
10857,A,Sainte-Catherine,Q-S-W-Y,-73.551158540363701000,45.524041885567556000,Régulier Payez-Partez
10875,A,René-Lévesque,Q-S-W-Y,-73.552813757225564000,45.518436030243109000,Régulier Payez-Partez
10876,A,René-Lévesque,Q-S-W-Y,-73.551979328147468000,45.519333348576559000,Régulier Payez-Partez
10877,A,Notre-Dame,Q-V-W-Y,-73.547572770421127000,45.519112222053536000,Régulier Payez-Partez
10879,A,Wolfe,Q-S-W-Y,-73.552898693312798000,45.516122041380122000,Régulier Payez-Partez
10880,A,Cartier,Q-S-W-Y,-73.552670825385704000,45.523612408424157000,Régulier Payez-Partez
10882,A,Atateken (Amherst),PC-PD-S-W,-73.563874582692080000,45.520519626446827000,Régulier Payez-Partez
10884,A,Atateken (Amherst),Q-S-W-Y,-73.561955993150903000,45.519622127811935000,Régulier Payez-Partez
10885,A,Atateken (Amherst),Q-S-W-Y,-73.559970203821663000,45.518707380687765000,Régulier Payez-Partez
10887,A,Atateken (Amherst),Q-S-W-Y,-73.557812398749775000,45.517705593740359000,Régulier Payez-Partez
10889,A,Atateken (Amherst),Q-S-W-Y,-73.556174727890379000,45.516961410272145000,Régulier Payez-Partez
10890,A,Atateken (Amherst),Q-S-W-Y,-73.553844758041663000,45.515904621072544000,Régulier Payez-Partez
10892,A,Atateken (Amherst),PC-PD-S-W,-73.563508336947777000,45.520486873501433000,Régulier Payez-Partez
10893,A,Atateken (Amherst),Q-S-W-Y,-73.562103673128036000,45.519843915175308000,Régulier Payez-Partez
10894,A,Atateken (Amherst),Q-S-W-Y,-73.561146484390363000,45.519404237991466000,Régulier Payez-Partez
10895,A,Atateken (Amherst),Q-S-W-Y,-73.559887012158441000,45.518824475590002000,Régulier Payez-Partez
10896,A,Atateken (Amherst),Q-S-W-Y,-73.558936375138487000,45.518392061750568000,Régulier Payez-Partez
10897,A,Atateken (Amherst),Q-S-W-Y,-73.557809808937577000,45.517876456803037000,Régulier Payez-Partez
10898,A,Atateken (Amherst),Q-S-W-Y,-73.556042306944519000,45.517082568447890000,Régulier Payez-Partez
11000,A,Atateken (Amherst),Q-S-W-Y,-73.553267549145829000,45.515820301935733000,Régulier Payez-Partez
11005,A,Papineau,Q-S-W-Y,-73.558795423448927000,45.525662837696764000,Régulier Payez-Partez
11006,A,Papineau,Q-S-W-Y,-73.551717097641770000,45.522209675461880000,Régulier Payez-Partez
11007,A,Papineau,BASE COURTE ,-73.550666462262882000,45.521719520270040000,Régulier Payez-Partez
11012,A,Goyer,BASE COURTE ,-73.636805343357608000,45.503091930751339000,Régulier Payez-Partez
11015,A,Barclay,BASE COURTE ,-73.635922784690820000,45.502362074079244000,Régulier Payez-Partez
11016,A,Barclay,T-U-X-Z,-73.635623576150934000,45.502557974631095000,Régulier Payez-Partez
11017,A,Côte-des-Neiges,T-U-X-Z,-73.634992665601530000,45.502203836611017000,Régulier Payez-Partez
11020,A,Côte-des-Neiges,T-U-X-Z,-73.633840452041028000,45.501495766292834000,Régulier Payez-Partez
11022,A,Côte-des-Neiges,T-U-X-Z,-73.633830866720828000,45.501700881589116000,Régulier Payez-Partez
11023,A,Côte-des-Neiges,T-U-X-Z,-73.632895498644430000,45.501072298483749000,Régulier Payez-Partez
11025,A,Van Horne,T-U-X-Z,-73.631793868932760000,45.501142954626431000,Régulier Payez-Partez
11026,A,Van Horne,T-U-X-Z,-73.632330175285702000,45.500779292070803000,Régulier Payez-Partez
11029,A,Côte-des-Neiges,BASE COURTE ,-73.631202958548855000,45.500308917714165000,Régulier Payez-Partez
11030,A,Linton,T-U-X-Z,-73.630777656919548000,45.500365766998819000,Régulier Payez-Partez
11033,A,Côte-des-Neiges,BASE COURTE ,-73.629707002618730000,45.499633741216911000,Régulier Payez-Partez
11034,A,Côte-des-Neiges,T-U-X-Z,-73.628414816795086000,45.499046667425844000,Régulier Payez-Partez
11035,A,Côte-des-Neiges,T-U-X-Z,-73.629001965811057000,45.499523681852182000,Régulier Payez-Partez
11036,A,Côte-des-Neiges,T-U-X-Z,-73.627753284618876000,45.498951755801194000,Régulier Payez-Partez
11037,A,Côte-des-Neiges,BASE COURTE ,-73.627009720180695000,45.498348349387690000,Régulier Payez-Partez
11038,A,Dupuis,T-U-X-Z,-73.626362367332760000,45.497987803250332000,Régulier Payez-Partez
11039,A,Côte-des-Neiges,T-U-X-Z,-73.625447257808673000,45.497655782934849000,Régulier Payez-Partez
11041,A,Edouard-Montpetit,BASE COURTE ,-73.624480113611952000,45.497152343442245000,Régulier Payez-Partez
11043,A,Côte-des-Neiges,T-U-X-Z,-73.626177207754168000,45.498156929048413000,Régulier Payez-Partez
11044,A,Côte-des-Neiges,T-U-X-Z,-73.624458524534546000,45.497388872957629000,Régulier Payez-Partez
11047,A,Côte-des-Neiges,T-U-X-Z,-73.623213049046157000,45.496664111954423000,Régulier Payez-Partez
11048,A,Côte-des-Neiges,T-U-X-Z,-73.622313532169883000,45.496438029864841000,Régulier Payez-Partez
11050,A,Côte-des-Neiges,T-U-X-Z,-73.621109051138689000,45.495725091593762000,Régulier Payez-Partez
11051,A,Côte-des-Neiges,T-U-X-Z,-73.619809499799018000,45.495145588010388000,Régulier Payez-Partez
11052,A,Côte-des-Neiges,T-U-X-Z,-73.620342584850633000,45.495561404628461000,Régulier Payez-Partez
11054,A,Côte-des-Neiges,T-U-X-Z,-73.619224438864975000,45.495224364707177000,Régulier Payez-Partez
11055,A,Côte-des-Neiges,T-U-X-Z,-73.618793079005442000,45.494752519599537000,Régulier Payez-Partez
11058,A,Lacombe,T-U-X-Z,-73.622930047578635000,45.497252089723673000,Régulier Payez-Partez
11059,A,Gatineau,T-U-X-Z,-73.622929843742412000,45.497569399264790000,Régulier Payez-Partez
11061,A,Gatineau,T-U-X-Z,-73.621168833592762000,45.496941465380267000,Régulier Payez-Partez
11062,A,Gatineau,T-U-X-Z,-73.619647431522225000,45.496123422223079000,Régulier Payez-Partez
11067,A,Decelles,T-U-X-Z,-73.616564155386399000,45.496046832418394000,Régulier Payez-Partez
11068,A,Decelles,T-U-X-Z,-73.616272309413830000,45.496093894755120000,Régulier Payez-Partez
11069,A,Côte-Sainte-Catherine,T-U-X-Z,-73.630771807418398000,45.495140158545162000,Régulier Payez-Partez
11070,A,Côte-Sainte-Catherine,T-U-X-Z,-73.630043544844042000,45.495953166116031000,Régulier Payez-Partez
11071,A,Côte-Sainte-Catherine,T-U-X-Z,-73.629062480730994000,45.497039683063086000,Régulier Payez-Partez
11073,A,Côte-Sainte-Catherine,T-U-X-Z,-73.629122783281431000,45.496626432106034000,Régulier Payez-Partez
11074,A,Côte-Sainte-Catherine,T-U-X-Z,-73.628301073806938000,45.497536731466042000,Régulier Payez-Partez
11076,A,Côte-Sainte-Catherine,T-U-X-Z,-73.623421362349376000,45.503262405196551000,Régulier Payez-Partez
11079,A,Côte-Sainte-Catherine,T-U-X-Z,-73.623257915435147000,45.503151045694551000,Régulier Payez-Partez
11080,A,Côte-Sainte-Catherine,T-U-X-Z,-73.621760130670751000,45.504803341184527000,Régulier Payez-Partez
11081,A,Victoria,T-U-X-Z,-73.640213147456990000,45.495427371866811000,Régulier Payez-Partez
11082,A,Victoria,T-U-X-Z,-73.640065621205593000,45.495552048781711000,Régulier Payez-Partez
11083,A,Victoria,T-U-X-Z,-73.639298595133639000,45.495016810123495000,Régulier Payez-Partez
11084,A,Victoria,T-U-X-Z,-73.639015923215965000,45.495074071524151000,Régulier Payez-Partez
11086,A,Victoria,T-U-X-Z,-73.638314422037652000,45.494762703885471000,Régulier Payez-Partez
11087,A,Victoria,T-U-X-Z,-73.636881944162170000,45.493938048210367000,Régulier Payez-Partez
11089,A,Victoria,T-U-X-Z,-73.636473631662199000,45.493955548582925000,Régulier Payez-Partez
11091,A,Victoria,T-U-X-Z,-73.635130653638939000,45.493339442384041000,Régulier Payez-Partez
11092,A,Victoria,T-U-X-Z,-73.634150163142365000,45.492716701258146000,Régulier Payez-Partez
11093,A,Victoria,BASE COURTE ,-73.634006328073639000,45.492836534618526000,Régulier Payez-Partez
11094,A,Van Horne,T-U-X-Z,-73.637224134052786000,45.494983285980091000,Régulier Payez-Partez
11095,A,Van Horne,T-U-X-Z,-73.636530772772531000,45.495760183731811000,Régulier Payez-Partez
11096,A,Van Horne,T-U-X-Z,-73.637106671844123000,45.494781124686718000,Régulier Payez-Partez
11097,A,Van Horne,T-U-X-Z,-73.636331875717076000,45.495645378119342000,Régulier Payez-Partez
11098,A,Décarie(Blvd),T-U-X-Z,-73.632737406528250000,45.485534885416932000,Régulier Payez-Partez
11099,A,Décarie(Blvd),BASE COURTE ,-73.632306095182031000,45.484768660853327000,Régulier Payez-Partez
11100,A,Décarie(Blvd),BASE COURTE ,-73.630610444944551000,45.484019297769414000,Régulier Payez-Partez
11101,A,Décarie(Blvd),T-U-X-Z,-73.631227571563855000,45.484859569515677000,Régulier Payez-Partez
11102,A,Décarie(Blvd),T-U-X-Z,-73.629914935493232000,45.484258855360970000,Régulier Payez-Partez
11103,A,Décarie(Blvd),T-U-X-Z,-73.628314509089563000,45.482979168224610000,Régulier Payez-Partez
11104,A,Queen-Mary,T-U-X-Z,-73.630985438297643000,45.481721677498058000,Régulier Payez-Partez
11105,A,Queen-Mary,T-U-X-Z,-73.631046766739828000,45.481283937196388000,Régulier Payez-Partez
11106,A,Queen-Mary,T-U-X-Z,-73.630409237346413000,45.482360264556256000,Régulier Payez-Partez
11107,A,Queen-Mary,T-U-X-Z,-73.629924791752089000,45.482518216133386000,Régulier Payez-Partez
11108,A,Queen-Mary,T-U-X-Z,-73.629558425326579000,45.483303857662889000,Régulier Payez-Partez
11110,A,Trans-Island,BASE COURTE ,-73.628817592355588000,45.484515507402648000,Régulier Payez-Partez
11111,A,Queen-Mary,BASE COURTE ,-73.628105658599310000,45.485100323420340000,Régulier Payez-Partez
11112,A,Queen-Mary,T-U-X-Z,-73.628419287132132000,45.484274270351641000,Régulier Payez-Partez
11114,A,Queen-Mary,T-U-X-Z,-73.626877506587022000,45.486474999841860000,Régulier Payez-Partez
11115,A,Queen-Mary,T-U-X-Z,-73.627323967994613000,45.485605916484275000,Régulier Payez-Partez
11116,A,Queen-Mary,T-U-X-Z,-73.626710915279233000,45.486289760936444000,Régulier Payez-Partez
11117,A,Sherbrooke,BASE COURTE ,-73.629955865306371000,45.463082395759017000,Régulier Payez-Partez
11118,A,Sherbrooke,T-U-X-Z,-73.620413308991431000,45.468307813451645000,Régulier Payez-Partez
11119,A,Sherbrooke,BASE COURTE ,-73.619353938768214000,45.468630836932306000,Régulier Payez-Partez
11120,A,Sherbrooke,T-U-X-Z,-73.618723526407166000,45.469177402995626000,Régulier Payez-Partez
11122,A,Sherbrooke,T-U-X-Z,-73.618241629530658000,45.469202468702349000,Régulier Payez-Partez
11123,A,Sherbrooke,T-U-X-Z,-73.617847354091268000,45.469628891366170000,Régulier Payez-Partez
11124,A,Sherbrooke,T-U-X-Z,-73.617227514341039000,45.469723500324371000,Régulier Payez-Partez
11125,A,Sherbrooke,BASE COURTE ,-73.616626940339259000,45.470256124156414000,Régulier Payez-Partez
11127,A,Monkland,T-U-X-Z,-73.628370556347107000,45.469616848145122000,Régulier Payez-Partez
11129,A,Monkland,T-U-X-Z,-73.627935257183253000,45.470097198616408000,Régulier Payez-Partez
11131,A,Monkland,T-U-X-Z,-73.626997012410428000,45.470855386877695000,Régulier Payez-Partez
11133,A,Monkland,T-U-X-Z,-73.626495568248473000,45.471408836946338000,Régulier Payez-Partez
11135,A,Monkland,T-U-X-Z,-73.624343862851859000,45.473762070035455000,Régulier Payez-Partez
11136,A,Monkland,T-U-X-Z,-73.624107603618910000,45.474296458538603000,Régulier Payez-Partez
11137,A,Monkland,T-U-X-Z,-73.623462751023368000,45.474733925354798000,Régulier Payez-Partez
11138,A,Monkland,T-U-X-Z,-73.623247478242135000,45.475255295505164000,Régulier Payez-Partez
11140,A,Marcil,BASE COURTE ,-73.622854111369875000,45.475795771674491000,Régulier Payez-Partez
11141,A,Monkland,T-U-X-Z,-73.622471760214410000,45.475827637119231000,Régulier Payez-Partez
11142,A,Old Orchard,BASE COURTE ,-73.622360194751593000,45.476283203392938000,Régulier Payez-Partez
11144,A,Girouard,T-U-X-Z,-73.621803320125252000,45.477037957332698000,Régulier Payez-Partez
11145,A,Monkland,T-U-X-Z,-73.621374687488014000,45.477059649977114000,Régulier Payez-Partez
11146,A,Saint-Hubert,RA-RB-RD-VB,-73.611890988423809000,45.540055206953880000,Régulier Payez-Partez
11148,A,Saint-Hubert,RA-RB-RD-VB,-73.610781027284361000,45.539550649137254000,Régulier Payez-Partez
11149,A,Saint-Hubert,RA-RB-RD-VB,-73.608665695827796000,45.538593364056773000,Régulier Payez-Partez
11151,A,Saint-Hubert,RA-RB-RD-VB,-73.607651287968793000,45.538134772946087000,Régulier Payez-Partez
11152,A,Saint-Hubert,RB-RC-RD-VB,-73.605122960582122000,45.536991040046217000,Régulier Payez-Partez
11154,A,Saint-Hubert,RB-RC-RD-VB,-73.604187273613135000,45.536569850817884000,Régulier Payez-Partez
11155,A,Saint-Hubert,RB-RC-RD-VB,-73.601884848583978000,45.535527613322117000,Régulier Payez-Partez
11157,A,Saint-Hubert,RB-RC-RD-VB,-73.600748947043854000,45.535015686270839000,Régulier Payez-Partez
11158,A,Saint-Hubert,RB-RC-RD-VB,-73.599419906580238000,45.534396614016544000,Régulier Payez-Partez
11160,A,Saint-Hubert,RB-RC-RD-VB,-73.597666723454822000,45.533607576474758000,Régulier Payez-Partez
11161,A,Bélanger,RA-RB-RD-VB,-73.612345145978949000,45.536816985518165000,Régulier Payez-Partez
11163,A,Bélanger,RA-RB-RD-VB,-73.611218575492771000,45.538068569815387000,Régulier Payez-Partez
11164,A,Bélanger,RA-RB-RD-VB,-73.610514210289878000,45.538838780590645000,Régulier Payez-Partez
11165,A,Bélanger,RA-RB-RD-VB,-73.609123720762938000,45.540327190627799000,Régulier Payez-Partez
11168,A,Bélanger,RA-RB-RD-VB,-73.607760890838023000,45.541811106179573000,Régulier Payez-Partez
11169,A,Bélanger,RA-RB-RD-VB,-73.612009456253830000,45.536893531418251000,Régulier Payez-Partez
11170,A,Bélanger,RA-RB-RD-VB,-73.611354441220286000,45.537606195330547000,Régulier Payez-Partez
11174,A,Bélanger,BASE COURTE ,-73.609190330455689000,45.539931786801674000,Régulier Payez-Partez
11175,A,Bélanger,RA-RB-RD-VB,-73.607947499960858000,45.541340226982356000,Régulier Payez-Partez
11177,A,Beaubien,IMAGE AGENCE,-73.604619511292014000,45.534319902322743000,Régulier Payez-Partez
11178,A,Beaubien,RA-RB-RC-RD,-73.603742536804504000,45.535270050666298000,Régulier Payez-Partez
11179,A,Jean-Talon,RA-RB-VA-VB,-73.618556312808650000,45.534244109486792000,Régulier Payez-Partez
11180,A,Jean-Talon,RA-RB-VA-VB,-73.616917323205740000,45.535495550292481000,Régulier Payez-Partez
11182,A,Jean-Talon,RA-RB-VA-VB,-73.615965420971193000,45.536516407783374000,Régulier Payez-Partez
11183,A,Jean-Talon,RA-RB-RD-VB,-73.614658776996819000,45.537912938532152000,Régulier Payez-Partez
11184,A,Jean-Talon,RA-RB-RD-VB,-73.613264985637287000,45.540068512668348000,Régulier Payez-Partez
11188,A,Saint-Laurent,RA-RB-VA-VB,-73.615948454283270000,45.533520103945634000,Régulier Payez-Partez
11189,A,Saint-Laurent,RA-RB-RC-VA,-73.614357132619332000,45.532791913560182000,Régulier Payez-Partez
11190,A,Saint-Laurent,BASE COURTE ,-73.612588136048061000,45.531996528036125000,Régulier Payez-Partez
11191,A,Saint-Laurent,RA-RB-RC-VA,-73.611287316295602000,45.531400739800567000,Régulier Payez-Partez
11192,A,Saint-Laurent,RA-RB-RC-VA,-73.609763123989026000,45.530708271080634000,Régulier Payez-Partez
11193,A,Saint-Laurent,RA-RB-RC-VA,-73.607810862671769000,45.529821734267195000,Régulier Payez-Partez
11195,A,Saint-Laurent,BASE COURTE ,-73.617760316570340000,45.534336201176842000,Régulier Payez-Partez
11196,A,Saint-Laurent,RA-RB-VA-VB,-73.617246925578740000,45.534269401547270000,Régulier Payez-Partez
11197,A,Saint-Laurent,BASE COURTE ,-73.615824045402007000,45.533619762706756000,Régulier Payez-Partez
11199,A,Saint-Laurent,RA-RB-RC-VA,-73.612990820453149000,45.532333310455805000,Régulier Payez-Partez
11200,A,Saint-Laurent,RA-RB-RC-VA,-73.609765900402564000,45.530868072432980000,Régulier Payez-Partez
11202,A,Saint-Laurent,RA-RB-RC-VA,-73.607703177606965000,45.529931880833303000,Régulier Payez-Partez
11203,A,Saint-Laurent,RA-RB-RC-VA,-73.606444894632574000,45.529361698586342000,Régulier Payez-Partez
11205,A,Mozart,RA-RB-VA-VB,-73.615637932682048000,45.533139418187318000,Régulier Payez-Partez
11209,A,Bélanger,RA-RB-RC-VA,-73.614662198950384000,45.533144735337203000,Régulier Payez-Partez
11211,A,Dante,BASE COURTE ,-73.613798360644964000,45.532737063799892000,Régulier Payez-Partez
11214,A,Saint-Zotique,AB-AC-AD-AE,-73.612805525461709000,45.531497165698525000,Régulier Payez-Partez
11216,A,Saint-Zotique,RA-RB-RC-VA,-73.611809345513109000,45.532063909546714000,Régulier Payez-Partez
11217,A,Clark,RA-RB-RC-VA,-73.612358625598517000,45.531250705858291000,Régulier Payez-Partez
11219,A,Beaubien,RA-RB-RC-VA,-73.608097312924556000,45.530764473672320000,Régulier Payez-Partez
11221,A,Casgrain,RA-RB-VA-VB,-73.615638795229046000,45.535088268549110000,Régulier Payez-Partez
11225,A,Henri-Julien,RA-RB-VA-VB,-73.614528244063521000,45.536627781642323000,Régulier Payez-Partez
11226,A,Papineau,RB-RD-VB-VC,-73.599312762986486000,45.544296987402376000,Régulier Payez-Partez
11228,A,Papineau,RB-RD-VB-VC,-73.597918567414212000,45.543648268194218000,Régulier Payez-Partez
